loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,loan_status,purpose,dti
40000, 60 months,8.19,1 year,RENT,200400.0,Current,credit_card,6.5
2400, 36 months,7.56,,MORTGAGE,48000.0,Current,credit_card,16.43
6000, 36 months,10.33,4 years,MORTGAGE,90000.0,Current,home_improvement,14.83
13500, 60 months,8.19,< 1 year,MORTGAGE,74500.0,Current,debt_consolidation,22.13
3125, 36 months,6.46,10+ years,RENT,80000.0,Current,credit_card,12.17
35000, 60 months,11.31,4 years,RENT,95000.0,Current,debt_consolidation,16.98
12000, 36 months,8.81,6 years,MORTGAGE,90000.0,Current,credit_card,5.55
35000, 36 months,15.02,8 years,RENT,76000.0,Current,debt_consolidation,26.32
12000, 36 months,11.31,1 year,MORTGAGE,120000.0,Current,credit_card,12.48
6000, 36 months,6.46,10+ years,MORTGAGE,54000.0,Current,debt_consolidation,13.94
7400, 36 months,26.31,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,22.17
22000, 36 months,6.46,10+ years,MORTGAGE,145000.0,Current,credit_card,23.44
24825, 36 months,23.4,10+ years,MORTGAGE,85000.0,Current,debt_consolidation,33.74
10000, 36 months,16.14,10+ years,MORTGAGE,94000.0,Current,moving,16.05
4000, 36 months,17.97,10+ years,MORTGAGE,90000.0,Current,other,27.96
35000, 36 months,7.02,10+ years,MORTGAGE,133000.0,Current,debt_consolidation,9.5
40000, 36 months,7.02,2 years,MORTGAGE,100000.0,Current,debt_consolidation,15.08
16000, 60 months,11.8,10+ years,MORTGAGE,50000.0,Current,debt_consolidation,29.74
6000, 36 months,13.56,2 years,OWN,40000.0,Current,debt_consolidation,19.68
20000, 36 months,11.31,< 1 year,RENT,100000.0,Current,debt_consolidation,16.7
23000, 60 months,8.81,,MORTGAGE,85000.0,Current,credit_card,36.47
13000, 36 months,8.81,2 years,RENT,45000.0,Current,credit_card,24.51
30000, 36 months,14.47,< 1 year,OWN,240000.0,Current,home_improvement,2.43
15000, 60 months,8.19,7 years,MORTGAGE,30000.0,Current,home_improvement,14.99
25000, 36 months,8.19,2 years,RENT,145000.0,Current,debt_consolidation,32.53
18000, 36 months,16.14,< 1 year,RENT,58300.0,Current,debt_consolidation,23.88
30000, 36 months,8.81,< 1 year,RENT,127000.0,Current,debt_consolidation,19.49
6500, 36 months,11.8,10+ years,MORTGAGE,100000.0,Current,car,7.19
10000, 36 months,10.72,10+ years,MORTGAGE,68000.0,Current,debt_consolidation,5.47
5000, 36 months,6.46,3 years,MORTGAGE,125000.0,Current,debt_consolidation,21.55
30000, 36 months,7.56,< 1 year,MORTGAGE,85000.0,Current,debt_consolidation,24.52
20000, 60 months,8.19,3 years,MORTGAGE,98088.0,Current,credit_card,24.11
10000, 36 months,16.14,,OWN,65000.0,Current,debt_consolidation,25.89
20000, 60 months,16.91,1 year,MORTGAGE,250000.0,Current,credit_card,14.14
12000, 36 months,20.89,< 1 year,RENT,65000.0,Current,debt_consolidation,17.17
12000, 36 months,7.56,2 years,RENT,35000.0,Current,credit_card,14.85
6025, 36 months,19.92,2 years,RENT,40000.0,Current,debt_consolidation,19.02
10000, 36 months,11.31,6 years,OWN,100000.0,Current,debt_consolidation,7.02
15000, 60 months,10.72,2 years,MORTGAGE,30000.0,Current,credit_card,30.6
12000, 36 months,8.19,6 years,MORTGAGE,75000.0,Current,other,31.73
15000, 60 months,12.98,8 years,RENT,90000.0,Current,major_purchase,18.84
40000, 60 months,19.92,2 years,MORTGAGE,65000.0,Current,credit_card,39.16
16000, 60 months,11.8,10+ years,MORTGAGE,60000.0,Current,debt_consolidation,9.98
30000, 60 months,10.72,< 1 year,OWN,85000.0,Current,debt_consolidation,9.88
4000, 36 months,16.91,4 years,RENT,50000.0,Current,debt_consolidation,7.35
10000, 36 months,7.56,7 years,RENT,72000.0,Current,debt_consolidation,11.37
35000, 36 months,12.98,< 1 year,RENT,115000.0,Current,credit_card,28.56
21000, 36 months,7.02,10+ years,MORTGAGE,130000.0,Current,debt_consolidation,16.01
7000, 36 months,10.72,5 years,MORTGAGE,55000.0,Current,credit_card,11.72
12500, 36 months,7.02,1 year,RENT,53000.0,Current,debt_consolidation,28.95
35000, 36 months,11.31,10+ years,RENT,99000.0,Current,major_purchase,7.02
16375, 60 months,22.35,4 years,MORTGAGE,95000.0,Current,debt_consolidation,47.15
12000, 36 months,7.02,< 1 year,RENT,67000.0,Current,credit_card,20.94
15000, 36 months,14.47,2 years,OWN,38000.0,Current,debt_consolidation,10.08
9000, 36 months,13.56,< 1 year,RENT,150000.0,Current,credit_card,8.39
25000, 60 months,20.89,< 1 year,RENT,45500.0,Current,debt_consolidation,26.04
30000, 60 months,14.47,< 1 year,MORTGAGE,120000.0,Current,debt_consolidation,16.96
20000, 36 months,10.33,< 1 year,MORTGAGE,185000.0,Current,debt_consolidation,28.54
6000, 36 months,19.92,10+ years,MORTGAGE,65000.0,Current,credit_card,25.13
29000, 36 months,14.47,8 years,MORTGAGE,40000.0,Current,major_purchase,41.31
24000, 60 months,14.47,10+ years,RENT,110000.0,Current,credit_card,15.27
6000, 36 months,15.02,3 years,RENT,51000.0,Current,credit_card,24.89
8800, 36 months,11.31,10+ years,MORTGAGE,68000.0,Current,debt_consolidation,17.97
10000, 36 months,8.81,5 years,RENT,65000.0,Current,credit_card,22.3
14400, 60 months,10.72,< 1 year,OWN,79000.0,Current,other,4.83
9600, 36 months,18.94,10+ years,OWN,103000.0,Current,debt_consolidation,21.41
30000, 60 months,8.19,10+ years,MORTGAGE,200000.0,Current,home_improvement,11.51
20000, 36 months,8.81,7 years,RENT,115000.0,Current,credit_card,11.82
10500, 60 months,15.02,7 years,RENT,80000.0,Current,debt_consolidation,22.38
5400, 36 months,8.19,5 years,OWN,72000.0,Current,medical,25.43
24000, 60 months,8.19,10+ years,MORTGAGE,160000.0,Current,credit_card,26.72
28000, 60 months,12.98,10+ years,MORTGAGE,95000.0,Current,home_improvement,15.82
10000, 60 months,15.02,1 year,RENT,36000.0,Current,credit_card,19.73
26000, 36 months,18.94,3 years,RENT,45000.0,Current,credit_card,16.56
40000, 60 months,16.91,< 1 year,MORTGAGE,90000.0,Current,credit_card,20.16
14000, 60 months,18.94,2 years,RENT,62000.0,Current,debt_consolidation,16.78
9350, 36 months,7.56,10+ years,RENT,51000.0,Current,credit_card,20.99
27000, 60 months,8.19,10+ years,MORTGAGE,52000.0,Current,debt_consolidation,37.55
7500, 36 months,15.02,5 years,RENT,70000.0,Current,credit_card,23.42
20000, 60 months,14.47,9 years,MORTGAGE,56000.0,Current,debt_consolidation,18.5
15000, 36 months,11.8,1 year,RENT,35000.0,Current,debt_consolidation,26.1
15000, 36 months,10.33,,RENT,21264.0,Current,debt_consolidation,52.99
7300, 36 months,8.19,1 year,RENT,56000.0,Current,debt_consolidation,18.62
17000, 36 months,11.8,8 years,RENT,98000.0,Current,debt_consolidation,25.73
7000, 36 months,16.91,10+ years,RENT,55000.0,Current,debt_consolidation,18.59
20000, 60 months,11.8,< 1 year,MORTGAGE,95000.0,Current,credit_card,11.09
35000, 60 months,22.35,,OWN,70000.0,Current,debt_consolidation,31.54
4000, 36 months,8.81,7 years,RENT,120000.0,Current,debt_consolidation,14.54
4000, 36 months,16.91,< 1 year,OWN,45000.0,Current,debt_consolidation,24.16
26000, 60 months,8.19,,MORTGAGE,30000.0,Current,debt_consolidation,43.56
25000, 60 months,8.81,< 1 year,MORTGAGE,69000.0,Current,debt_consolidation,11.2
9500, 36 months,7.56,3 years,RENT,54000.0,Current,debt_consolidation,16.04
18000, 36 months,18.94,1 year,RENT,78000.0,Current,debt_consolidation,12.38
10000, 36 months,11.8,4 years,OWN,70000.0,Current,debt_consolidation,19.6
17000, 36 months,6.46,5 years,MORTGAGE,140000.0,Current,credit_card,12.75
10000, 36 months,18.94,< 1 year,OWN,30000.0,Current,credit_card,33.2
15500, 36 months,6.46,10+ years,RENT,62000.0,Current,debt_consolidation,22.65
20000, 60 months,10.72,10+ years,MORTGAGE,65000.0,Current,debt_consolidation,17.42
17000, 60 months,11.8,< 1 year,RENT,50000.0,Current,debt_consolidation,33.99
15000, 36 months,11.31,10+ years,MORTGAGE,57870.0,Current,credit_card,11.8
15000, 36 months,6.46,,RENT,30000.0,Current,debt_consolidation,23.0
7800, 36 months,8.19,3 years,MORTGAGE,40000.0,Current,debt_consolidation,27.27
2400, 36 months,10.72,1 year,RENT,71000.0,Current,credit_card,33.0
6000, 36 months,6.46,5 years,OWN,100000.0,Current,credit_card,6.77
20000, 36 months,6.46,< 1 year,MORTGAGE,80000.0,Current,debt_consolidation,23.3
20000, 60 months,10.33,10+ years,MORTGAGE,127000.0,Current,credit_card,17.8
30000, 60 months,14.47,4 years,MORTGAGE,80000.0,Current,debt_consolidation,12.32
20000, 60 months,12.98,10+ years,MORTGAGE,70000.0,Current,debt_consolidation,9.69
10000, 36 months,8.19,10+ years,RENT,45000.0,Current,debt_consolidation,20.05
10000, 36 months,16.14,4 years,RENT,70000.0,Current,debt_consolidation,14.59
11200, 36 months,7.56,10+ years,MORTGAGE,70000.0,Current,credit_card,35.47
1900, 36 months,7.02,10+ years,RENT,50000.0,Current,credit_card,25.04
16200, 60 months,15.02,1 year,MORTGAGE,250000.0,Current,credit_card,12.62
15000, 60 months,11.8,4 years,RENT,48000.0,Current,debt_consolidation,12.38
4300, 36 months,7.02,10+ years,RENT,80000.0,Current,other,12.11
5400, 36 months,7.56,,OWN,92000.0,Current,credit_card,14.66
25000, 36 months,6.46,2 years,MORTGAGE,120000.0,Current,credit_card,22.11
12000, 60 months,11.31,7 years,RENT,180000.0,Current,credit_card,15.21
5500, 36 months,6.46,< 1 year,RENT,25000.0,Current,credit_card,23.38
40000, 36 months,11.31,10+ years,MORTGAGE,550000.0,Current,house,11.68
17000, 60 months,11.8,< 1 year,MORTGAGE,60000.0,Current,credit_card,19.72
5600, 36 months,10.33,7 years,RENT,122000.0,Current,credit_card,25.52
36000, 36 months,10.72,2 years,MORTGAGE,142000.0,Current,credit_card,20.96
17000, 36 months,6.46,< 1 year,MORTGAGE,70000.0,Current,debt_consolidation,21.41
3500, 36 months,15.02,10+ years,MORTGAGE,30000.0,Current,other,28.68
10000, 36 months,6.46,< 1 year,MORTGAGE,90000.0,Current,credit_card,16.94
10000, 36 months,8.19,8 years,MORTGAGE,65000.0,Fully Paid,debt_consolidation,19.87
40000, 60 months,11.8,< 1 year,MORTGAGE,130000.0,Current,credit_card,23.12
2000, 36 months,13.56,10+ years,MORTGAGE,55000.0,Current,medical,29.23
6000, 36 months,8.19,< 1 year,RENT,50000.0,Current,debt_consolidation,20.28
1500, 36 months,10.72,3 years,MORTGAGE,72000.0,Current,credit_card,4.55
8000, 36 months,6.46,3 years,RENT,213000.0,Current,credit_card,7.97
15000, 60 months,11.8,10+ years,MORTGAGE,70000.0,Current,debt_consolidation,8.93
40000, 60 months,11.8,10+ years,MORTGAGE,86000.0,Current,home_improvement,16.62
11000, 36 months,16.91,5 years,RENT,56000.0,Current,credit_card,24.73
6025, 36 months,11.8,10+ years,MORTGAGE,80000.0,Current,debt_consolidation,13.19
40000, 36 months,10.33,10+ years,MORTGAGE,120000.0,Current,credit_card,19.35
18000, 36 months,10.72,10+ years,MORTGAGE,141000.0,Current,credit_card,24.62
24000, 60 months,11.8,2 years,RENT,115000.0,Current,credit_card,23.31
15000, 60 months,15.02,6 years,MORTGAGE,50880.0,Current,debt_consolidation,12.08
27000, 60 months,15.02,6 years,RENT,77000.0,Current,credit_card,21.79
20000, 60 months,10.72,6 years,MORTGAGE,35000.0,Current,debt_consolidation,11.8
8500, 36 months,16.14,10+ years,MORTGAGE,80000.0,Current,debt_consolidation,28.2
16000, 36 months,7.02,2 years,MORTGAGE,125750.0,Current,credit_card,5.11
20000, 60 months,16.14,8 years,MORTGAGE,62000.0,Current,credit_card,17.03
20000, 36 months,6.46,2 years,MORTGAGE,85000.0,Current,debt_consolidation,10.63
5000, 36 months,16.14,2 years,RENT,15000.0,Current,debt_consolidation,27.44
15000, 36 months,18.94,4 years,RENT,56000.0,Current,credit_card,15.82
31000, 60 months,14.47,< 1 year,RENT,75000.0,Current,debt_consolidation,12.85
18000, 36 months,16.14,6 years,MORTGAGE,38211.0,Current,credit_card,12.15
4000, 36 months,15.02,< 1 year,RENT,22000.0,Current,credit_card,11.73
40000, 36 months,10.72,3 years,OWN,170000.0,Current,debt_consolidation,20.94
10000, 36 months,17.97,6 years,RENT,96000.0,Current,other,19.27
40000, 36 months,7.02,,RENT,113000.0,Current,debt_consolidation,16.21
25000, 60 months,8.19,2 years,MORTGAGE,75000.0,Current,debt_consolidation,6.4
15500, 36 months,10.33,3 years,MORTGAGE,185000.0,Current,debt_consolidation,7.14
6000, 36 months,16.91,10+ years,RENT,63500.0,Current,house,29.31
25000, 36 months,7.02,3 years,RENT,43500.0,Current,debt_consolidation,28.91
10000, 60 months,19.92,2 years,RENT,60000.0,Current,debt_consolidation,15.36
40000, 60 months,8.19,< 1 year,MORTGAGE,250000.0,Current,debt_consolidation,23.17
4000, 36 months,16.14,10+ years,RENT,45000.0,Current,debt_consolidation,20.16
25000, 60 months,15.02,2 years,MORTGAGE,130000.0,Current,debt_consolidation,12.41
12000, 36 months,16.14,< 1 year,MORTGAGE,85000.0,Current,debt_consolidation,14.3
6000, 36 months,16.91,7 years,OWN,22000.0,Current,other,8.13
9500, 36 months,8.19,5 years,RENT,50000.0,Fully Paid,credit_card,11.43
40000, 60 months,11.8,10+ years,MORTGAGE,200000.0,Current,debt_consolidation,5.11
6000, 36 months,10.72,,MORTGAGE,65520.0,Fully Paid,vacation,13.37
16000, 36 months,7.56,8 years,MORTGAGE,92000.0,Current,credit_card,10.27
4000, 36 months,15.02,5 years,RENT,35000.0,Current,other,2.81
1500, 36 months,25.34,6 years,RENT,72000.0,Current,debt_consolidation,16.42
2400, 36 months,14.47,8 years,RENT,35000.0,Current,debt_consolidation,5.93
7000, 36 months,7.02,6 years,MORTGAGE,42588.0,Current,credit_card,19.5
11000, 36 months,7.56,,MORTGAGE,26022.0,Current,debt_consolidation,18.45
10000, 60 months,11.8,3 years,MORTGAGE,85000.0,Current,debt_consolidation,10.5
12000, 36 months,11.8,2 years,RENT,25000.0,Current,credit_card,36.53
40000, 60 months,16.14,10+ years,RENT,70775.28,Current,debt_consolidation,19.28
25000, 60 months,11.31,3 years,RENT,42000.0,Current,credit_card,22.23
7500, 36 months,7.56,5 years,RENT,60000.0,Current,debt_consolidation,16.12
25000, 60 months,15.02,< 1 year,RENT,150000.0,Current,other,7.64
30000, 36 months,8.81,10+ years,OWN,60000.0,Current,debt_consolidation,19.22
14000, 60 months,11.8,2 years,MORTGAGE,100000.0,Current,credit_card,17.14
7000, 36 months,10.72,4 years,MORTGAGE,52000.0,Current,debt_consolidation,13.92
13000, 36 months,7.56,5 years,RENT,63000.0,Current,credit_card,17.16
40000, 60 months,14.47,5 years,MORTGAGE,120000.0,Current,credit_card,14.61
15000, 36 months,6.46,10+ years,MORTGAGE,120000.0,Current,major_purchase,7.78
25000, 36 months,8.81,2 years,MORTGAGE,117000.0,Current,debt_consolidation,5.04
10000, 36 months,12.98,7 years,RENT,53000.0,Current,credit_card,25.82
35000, 36 months,12.98,1 year,RENT,105000.0,Current,debt_consolidation,21.99
16000, 60 months,16.91,2 years,RENT,32000.0,Current,debt_consolidation,17.63
4800, 36 months,8.81,10+ years,OWN,40000.0,Current,debt_consolidation,15.36
22900, 60 months,27.27,10+ years,MORTGAGE,63404.0,Current,debt_consolidation,29.6
20000, 36 months,6.46,< 1 year,RENT,75000.0,Current,credit_card,22.08
10000, 36 months,7.56,< 1 year,RENT,37440.0,Current,debt_consolidation,26.15
24000, 60 months,8.19,2 years,RENT,190000.0,Current,credit_card,13.94
40000, 36 months,6.46,10+ years,MORTGAGE,125000.0,Current,debt_consolidation,29.44
16000, 60 months,11.8,10+ years,MORTGAGE,350000.0,Current,home_improvement,11.57
6000, 36 months,14.47,,RENT,25000.0,Current,credit_card,14.31
18000, 36 months,8.81,4 years,RENT,100000.0,Current,credit_card,20.26
34000, 36 months,7.02,< 1 year,MORTGAGE,160000.0,Current,moving,16.49
5000, 36 months,15.02,5 years,MORTGAGE,180000.0,Current,credit_card,12.95
1000, 36 months,23.4,7 years,MORTGAGE,45000.0,Current,debt_consolidation,24.32
10000, 60 months,14.47,4 years,RENT,50000.0,Current,debt_consolidation,18.84
4300, 36 months,6.46,,MORTGAGE,28620.0,Current,debt_consolidation,18.99
16000, 60 months,10.33,6 years,MORTGAGE,65000.0,Current,debt_consolidation,18.65
4000, 36 months,8.19,3 years,RENT,90000.0,Current,home_improvement,14.93
30000, 60 months,10.72,< 1 year,MORTGAGE,69200.0,Current,debt_consolidation,13.27
2825, 36 months,26.31,10+ years,RENT,204060.0,Current,credit_card,30.81
18000, 36 months,7.02,10+ years,MORTGAGE,90000.0,Current,credit_card,23.39
7000, 36 months,23.4,< 1 year,RENT,70000.0,Current,small_business,13.2
20000, 60 months,16.14,7 years,MORTGAGE,165000.0,Current,credit_card,23.17
16875, 36 months,19.92,9 years,RENT,250000.0,Current,debt_consolidation,15.17
6000, 36 months,7.02,2 years,MORTGAGE,260000.0,Current,debt_consolidation,9.71
12000, 36 months,10.33,4 years,RENT,55000.0,Current,debt_consolidation,23.11
15000, 36 months,11.8,9 years,RENT,95000.0,Current,debt_consolidation,11.54
10000, 36 months,10.33,10+ years,MORTGAGE,62000.0,Current,debt_consolidation,36.53
5500, 36 months,7.02,2 years,RENT,39000.0,Current,credit_card,21.75
21000, 60 months,12.98,10+ years,MORTGAGE,79000.0,Current,debt_consolidation,14.55
9600, 36 months,12.98,1 year,RENT,75000.0,Current,credit_card,16.54
12000, 36 months,6.46,3 years,RENT,55000.0,Current,debt_consolidation,18.44
6000, 36 months,13.56,2 years,MORTGAGE,40000.0,Current,medical,17.73
8000, 36 months,11.8,3 years,MORTGAGE,83200.0,Current,other,19.41
3600, 36 months,14.47,10+ years,RENT,75000.0,Current,credit_card,4.58
10000, 60 months,11.31,6 years,MORTGAGE,50000.0,Current,credit_card,23.07
8000, 36 months,8.19,5 years,RENT,60000.0,Current,credit_card,20.82
19000, 60 months,16.91,4 years,RENT,75000.0,Current,debt_consolidation,24.38
15000, 36 months,17.97,,OWN,42000.0,Current,house,17.63
14000, 36 months,11.8,10+ years,RENT,74000.0,Current,debt_consolidation,29.84
20000, 36 months,6.46,< 1 year,MORTGAGE,200000.0,Current,debt_consolidation,9.92
21000, 60 months,16.91,3 years,OWN,65000.0,Current,debt_consolidation,33.84
32000, 60 months,8.81,2 years,MORTGAGE,100000.0,Current,debt_consolidation,15.98
16000, 36 months,7.02,10+ years,MORTGAGE,182000.0,Current,credit_card,11.43
17000, 60 months,14.47,5 years,RENT,60000.0,Current,credit_card,21.28
36000, 60 months,11.8,6 years,MORTGAGE,200000.0,Current,debt_consolidation,28.52
16000, 60 months,10.33,10+ years,MORTGAGE,218000.0,Current,home_improvement,2.93
26000, 60 months,8.19,10+ years,MORTGAGE,80000.0,Current,credit_card,20.99
14400, 36 months,8.19,10+ years,MORTGAGE,85000.0,Current,debt_consolidation,18.22
28000, 36 months,15.02,,RENT,58000.0,Fully Paid,debt_consolidation,10.74
8000, 36 months,7.02,10+ years,MORTGAGE,120000.0,Current,debt_consolidation,17.41
10000, 36 months,8.19,< 1 year,RENT,35000.0,Current,credit_card,7.54
11000, 36 months,10.72,2 years,ANY,43805.0,Current,credit_card,31.56
22000, 60 months,16.14,7 years,MORTGAGE,107200.0,Current,debt_consolidation,20.63
2200, 36 months,7.02,7 years,RENT,72000.0,Current,credit_card,10.3
25000, 60 months,8.81,4 years,OWN,100000.0,Current,credit_card,15.04
18000, 36 months,11.8,6 years,MORTGAGE,60000.0,Current,debt_consolidation,16.46
28000, 36 months,8.19,10+ years,OWN,150000.0,Current,debt_consolidation,31.74
24000, 60 months,11.8,,MORTGAGE,66000.0,Current,debt_consolidation,8.82
15000, 36 months,20.89,1 year,RENT,47000.0,Current,other,24.34
25000, 60 months,22.35,8 years,MORTGAGE,145000.0,Current,credit_card,10.02
11000, 36 months,8.19,3 years,RENT,68000.0,Current,debt_consolidation,25.43
30000, 36 months,7.02,< 1 year,RENT,262000.0,Current,credit_card,8.3
30000, 60 months,15.02,2 years,RENT,90000.0,Current,debt_consolidation,14.28
16000, 36 months,8.19,1 year,MORTGAGE,95000.0,Current,credit_card,12.57
13000, 60 months,22.35,7 years,MORTGAGE,39000.0,Current,car,25.35
37000, 36 months,7.56,,MORTGAGE,75000.0,Current,debt_consolidation,15.15
5000, 36 months,13.56,6 years,MORTGAGE,30000.0,Current,credit_card,4.72
6000, 36 months,7.02,2 years,MORTGAGE,145000.0,Current,credit_card,6.77
22000, 60 months,14.47,10+ years,MORTGAGE,80847.0,Current,debt_consolidation,25.37
5000, 36 months,7.56,1 year,MORTGAGE,80000.0,Current,debt_consolidation,8.85
7200, 36 months,10.33,,OWN,30000.0,Current,debt_consolidation,33.84
16000, 36 months,11.8,2 years,RENT,62000.0,Current,credit_card,28.51
11000, 60 months,14.47,< 1 year,RENT,24000.0,Current,debt_consolidation,14.3
40000, 60 months,12.98,10+ years,MORTGAGE,110000.0,Current,credit_card,34.98
15000, 36 months,7.56,3 years,RENT,90000.0,Current,credit_card,24.39
4000, 36 months,7.56,4 years,OWN,38000.0,Current,car,8.78
20000, 60 months,16.91,6 years,RENT,45000.0,Current,credit_card,15.79
15000, 36 months,6.46,,MORTGAGE,91000.0,Current,debt_consolidation,15.34
10000, 36 months,12.98,7 years,RENT,48000.0,Current,debt_consolidation,28.5
12000, 36 months,19.92,8 years,RENT,92000.0,Current,other,29.96
18000, 60 months,8.19,10+ years,MORTGAGE,62000.0,Current,debt_consolidation,11.25
25000, 60 months,13.56,< 1 year,RENT,35000.0,Current,credit_card,31.82
8000, 36 months,11.8,7 years,RENT,62000.0,Current,debt_consolidation,12.62
40000, 60 months,11.8,10+ years,MORTGAGE,229000.0,Current,debt_consolidation,10.84
17600, 60 months,11.8,6 years,MORTGAGE,113250.0,Current,debt_consolidation,19.18
6000, 36 months,20.89,5 years,OWN,35000.0,Current,major_purchase,11.83
20000, 60 months,12.98,10+ years,OWN,120000.0,Current,home_improvement,26.27
40000, 60 months,8.19,1 year,MORTGAGE,130000.0,Current,credit_card,12.55
32000, 36 months,7.02,1 year,MORTGAGE,142900.0,Current,debt_consolidation,23.44
6500, 36 months,26.31,< 1 year,OWN,68000.0,Current,debt_consolidation,19.06
22000, 60 months,8.19,3 years,MORTGAGE,135000.0,Current,debt_consolidation,18.35
10000, 60 months,18.94,10+ years,RENT,125000.0,Current,debt_consolidation,12.86
16500, 36 months,12.98,4 years,RENT,80000.0,Current,debt_consolidation,18.78
23000, 36 months,11.31,1 year,MORTGAGE,65000.0,Current,debt_consolidation,26.18
25000, 60 months,11.8,7 years,MORTGAGE,70000.0,Current,credit_card,15.81
16500, 60 months,10.72,3 years,MORTGAGE,52000.0,Current,debt_consolidation,25.16
9000, 36 months,11.8,,OWN,45000.0,Fully Paid,debt_consolidation,14.47
22000, 60 months,18.94,2 years,MORTGAGE,62000.0,Current,debt_consolidation,29.98
3500, 36 months,12.98,3 years,RENT,35000.0,Current,credit_card,34.47
6000, 36 months,10.72,10+ years,RENT,70000.0,Current,debt_consolidation,13.84
12000, 60 months,10.33,10+ years,RENT,65000.0,Current,credit_card,15.36
8500, 36 months,8.81,10+ years,MORTGAGE,75000.0,Current,home_improvement,26.91
28000, 60 months,16.91,8 years,MORTGAGE,150000.0,Current,debt_consolidation,21.47
40000, 36 months,11.31,3 years,RENT,75000.0,Current,other,20.45
35000, 60 months,19.92,< 1 year,MORTGAGE,219056.0,Current,debt_consolidation,7.49
10000, 36 months,8.81,8 years,RENT,69000.0,Current,debt_consolidation,16.73
20000, 36 months,16.91,5 years,RENT,70000.0,Current,debt_consolidation,23.49
20000, 36 months,7.56,6 years,RENT,75000.0,Current,debt_consolidation,20.14
12500, 60 months,22.35,7 years,RENT,45900.0,Current,debt_consolidation,23.66
5000, 36 months,8.81,2 years,OWN,40000.0,Current,credit_card,28.38
35000, 60 months,11.8,< 1 year,RENT,120000.0,Current,debt_consolidation,25.35
13000, 60 months,16.14,1 year,RENT,63000.0,Current,credit_card,18.46
10000, 36 months,6.46,6 years,MORTGAGE,60000.0,Current,credit_card,6.46
10000, 60 months,15.02,< 1 year,MORTGAGE,50000.0,Current,debt_consolidation,4.34
10000, 36 months,19.92,8 years,OWN,75000.0,Current,house,7.94
12000, 36 months,13.56,3 years,RENT,135000.0,Current,debt_consolidation,6.37
25425, 36 months,13.56,4 years,MORTGAGE,190000.0,Current,debt_consolidation,13.65
5000, 36 months,6.46,3 years,OWN,131000.0,Current,credit_card,10.86
5000, 36 months,10.72,< 1 year,MORTGAGE,110000.0,Current,credit_card,15.71
12000, 36 months,7.02,8 years,RENT,39624.0,Current,debt_consolidation,8.96
8000, 36 months,8.81,4 years,RENT,60000.0,Current,credit_card,13.6
21000, 60 months,10.33,10+ years,MORTGAGE,110000.0,Current,car,17.45
5000, 36 months,6.46,3 years,MORTGAGE,120000.0,Current,home_improvement,16.02
18000, 36 months,16.14,10+ years,MORTGAGE,180000.0,Current,debt_consolidation,12.97
20000, 60 months,8.19,7 years,MORTGAGE,65000.0,Current,debt_consolidation,16.37
5000, 36 months,8.19,,OWN,24000.0,Current,debt_consolidation,14.9
25000, 60 months,11.8,7 years,OWN,150000.0,Current,credit_card,21.65
3600, 36 months,19.92,10+ years,MORTGAGE,175000.0,Current,medical,23.43
20000, 60 months,11.8,< 1 year,MORTGAGE,100000.0,Current,credit_card,30.3
2400, 36 months,7.56,10+ years,MORTGAGE,54000.0,Current,debt_consolidation,7.78
8000, 36 months,11.31,7 years,MORTGAGE,76000.0,Current,debt_consolidation,4.93
18000, 60 months,8.19,10+ years,MORTGAGE,134000.0,Current,debt_consolidation,16.11
15000, 36 months,7.56,3 years,RENT,55000.0,Current,credit_card,19.2
10000, 36 months,8.81,8 years,RENT,51200.0,Current,debt_consolidation,5.2
30000, 36 months,10.72,< 1 year,RENT,40400.0,Current,debt_consolidation,11.17
36000, 36 months,10.72,3 years,MORTGAGE,185000.0,Current,debt_consolidation,12.4
6000, 36 months,7.02,10+ years,MORTGAGE,59280.0,Current,home_improvement,14.05
12325, 36 months,23.4,3 years,MORTGAGE,120500.0,Current,other,16.78
10000, 36 months,14.47,< 1 year,MORTGAGE,30000.0,Current,debt_consolidation,6.84
24000, 60 months,13.56,9 years,MORTGAGE,132500.0,Current,debt_consolidation,23.19
34000, 60 months,11.8,10+ years,MORTGAGE,94523.0,Current,debt_consolidation,4.69
36000, 36 months,6.46,10+ years,MORTGAGE,105000.0,Current,credit_card,12.02
25000, 36 months,10.72,,MORTGAGE,102000.0,Current,credit_card,16.4
7200, 36 months,8.19,10+ years,MORTGAGE,72000.0,Current,credit_card,19.38
10000, 36 months,7.02,10+ years,RENT,32400.0,Current,debt_consolidation,26.07
21800, 36 months,27.27,3 years,OWN,71000.0,Current,debt_consolidation,14.99
12000, 36 months,14.47,10+ years,RENT,55000.0,Current,debt_consolidation,16.89
15000, 60 months,11.8,4 years,OWN,42000.0,Current,debt_consolidation,14.37
3000, 36 months,8.81,10+ years,MORTGAGE,125000.0,Current,home_improvement,18.78
10000, 36 months,11.8,< 1 year,RENT,105000.0,Current,credit_card,9.71
5000, 36 months,16.14,10+ years,MORTGAGE,70000.0,Current,other,37.3
6500, 36 months,8.81,6 years,RENT,54000.0,Current,debt_consolidation,16.69
30000, 36 months,19.92,2 years,OWN,100000.0,Current,debt_consolidation,11.52
10000, 36 months,8.19,,MORTGAGE,95000.0,Current,debt_consolidation,22.95
